Unnamed: 0,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,appVersion,App,emojis_gpt,pos_ux_gpt,neg_ux_gpt,pos_ppl_gpt,neg_ppl_gpt,price_gpt,fraud_gpt,ban_gpt,pos_sent_gpt,neg_sent_gpt,content_word_count
376,Anas El Moatassim,good 👍 but u guys must let more chances for muching,4,0,2025-03-05 22:08:32,"Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2025-03-06 03:51:12,5.408.0,Bumble,1,0,0,0,0,0,0,0,1,1,11
377,Justin Cox,"$99 a week for a dating app, but you can't actually see if there are any profiles in your area until you join our you make it through the wait list of 13,000 people in a city of under 300,000. Seems like a complete scam.",1,0,2024-05-07 06:14:29,"Hello Justin - thank you for your review. If you have a completed Profile, as in six photos, completed Profile, and have verified a social media account, please email support@theleague.com. An agent will be happy to expedite your Profile to the Drafting Team for review. Thank you!",2024-05-08 16:29:08,1.118.1,League,0,0,1,0,1,1,0,0,0,1,45
378,Midnight Austin,nice app,5,0,2024-09-07 08:23:40,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-09-07 09:07:26,,Zoe,0,0,0,0,0,0,0,0,1,0,2
379,הוויאר זמורה,"I'm always getting screwed over by this app. I would pay for a membership and i wouldn't have access to its benefits until weeks later, and they said they would reimburse me and never did. They're always messenger things up! They need new management or something.",1,0,2022-05-30 20:45:07,,,,JSwipe,0,0,1,0,0,1,0,0,0,1,46
380,Fire from Heat,Waste of time my account was frozen immediately after I set it up and customer service was of no help to resolve the issue and if negative star's was an option I would give them a -5 star's don't bother wasting your time with this app it will just lead to irritation and disappointment,1,1,2025-02-11 04:24:04,"We're sorry to hear you were having trouble registering with us. Please send our team the information you were trying to use when signing up on support@weareher.com. We'll get back to you soon!
",2025-02-11 21:14:33,,Her,0,0,1,0,1,0,0,1,0,1,54
381,Nasir Mehmood,I had deleted my account from this app but they still deduct my money.bloody scammers worst experience I want my money back ..... There is no support team where any customers can launch the complaints....,1,2,2025-02-02 08:37:57,"Salam,

We're very sorry to hear this.

We'd like to get this resolved for you. Please email us at hello@muzz.com and our Community team will look into it for you.

Thank you.",2024-11-09 10:24:33,8.26.0a,Muzz,0,0,1,0,1,1,0,0,0,1,35
382,kae fearson,Horrible not a good app ..and they blocked me and I dont know why . Plus I didn't violate anything and was only on it one day by the morning I was blocked off for nothing at all. that's horrible,1,1,2023-01-26 01:35:52,"We are sorry to hear this, could you please contact us at AppService@millionairematch.com so that we can look into the problem and try to help you? Thank you.",2023-01-28 02:49:56,,Millionaire Match,0,0,0,0,1,0,0,1,0,1,40
383,Brian Cohen,Requires a Facebook account. Unusable with just a phone number or email.,1,0,2022-11-06 14:28:31,"Hi Brian, We have passed your feedback on to the appropriate department for review. We hope to have another option for our Android users in the near future!",2022-11-09 04:51:26,4.5.6,JSwipe,0,0,1,0,0,0,0,0,0,1,12
384,Austin Wunderly,After almost a year and a half of using the app with zero matches I'm just done using mutual for now. I wish there were more options for single LDS dating apps.,3,5,2023-12-25 00:33:24,,,1.66.3.3,Mutual,0,0,0,0,1,0,0,0,0,1,32
385,Michael M,Thanks for fixing the app,4,6,2022-06-11 16:36:14,"Hi Michael, Thank you so much for your positive review! We're glad to have you as a member of our JSwipe community!",2022-06-30 20:21:41,,JSwipe,0,0,0,0,0,0,0,0,1,0,5
386,Patricia Simpson,I met men that were to fast in wanting relationships,1,0,2024-03-14 21:54:09,We're sorry to hear this Patricia. We strive to create a platform where users can connect at their own pace and build meaningful relationships. We understand that encountering individuals who are too fast-paced in seeking relationships can be uncomfortable. If you have any further concerns please don't hesitate to reach out to our support team.,2024-03-15 13:08:15,5.3.4,Christian_Mingle,0,0,0,0,1,0,0,0,0,1,10
387,Samantha Wolf,So far so good and trust worthy app!,5,0,2022-07-27 02:41:51,Thanks for sharing your review with us and the community.,2022-07-27 07:11:27,6.9.1,Luxy,0,0,0,0,0,0,0,0,1,0,8
388,Mona'Cheri,"It's nice & comfortable place to meet people for the day, for dinner or special events, or short or long term companionship. This dating site has choices. What ever you seek, you will find it, only if One is invested & or patient. It's not quick, unless you are open to all cultures but if you are seeking a specific race, height or religion? it can be challenging, do yourself a favor & step out of that cookie cutter, & have some experiences, it may be good, enlightening, Fun, or a Match😁❣️...",5,9,2024-11-28 22:19:57,,,24.07.00,Ourtime,1,0,0,1,0,0,0,0,1,0,92
389,Jennifer,Sucks you can't do anything pay for everything,1,0,2025-02-22 00:06:12,"We're sorry to hear you feel this way, Jennifer. Taimi offers a range of free and paid options to enhance your experience and remains free in the basic version. Messaging is free with a mutual like ensuring consent. If you have further questions, you can always get back to us at support@taimi.com or in-app Live Help. Gohan from Taimi 🥰",2025-02-22 00:22:59,5.1.342,Taimi,0,0,0,0,0,1,0,0,0,1,8
390,Prabhas Power,Nice,5,0,2025-03-07 04:09:32,,,,Grindr,0,0,0,0,0,0,0,0,1,0,1
391,Zebulyah Tucker,Cool,5,0,2025-02-10 04:12:58,Thanks for your kind rating! Your Taimi Team 🌈,2025-02-10 04:20:10,5.1.338,Taimi,0,0,0,0,0,0,0,0,0,1,1
392,Cris Craker,😊,5,0,2025-02-26 08:40:21,,,9.67.0,Hinge,1,0,0,0,0,0,0,0,0,0,1
393,Muhammad Wasel,"Unfreindly application, boring, expensive, there is no free basal function, the only free part is to make account.",1,10,2023-05-26 02:25:02,"Dear user, thanks for reaching out to us. In fact, we have some basic free features such as spark, unlimited replies to messages, moment, etc. If you have any questions, you can send your request to support@seniormatch.com and include the email. You may have a chance to get a trial membership.",2023-05-26 09:23:21,7.7.8,Senior_Match,0,0,1,0,0,1,0,0,0,1,18
394,Rick Hull,I like it better than the rest of the dating sites.,5,0,2023-11-06 17:55:25,,,1.64.3.3,Mutual,0,0,0,0,0,0,0,0,1,0,11
395,April Lybarger,So Far So Good..,5,0,2024-09-18 11:37:01,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-09-18 12:20:28,3.21.3,Zoe,0,0,0,0,0,0,0,0,1,0,4
396,Adi Cesovic,"Unable to refresh, unable to determine location, unable to hide, unable to block, unable to send message.",1,9,2025-03-07 23:13:22,"¡Hola Adi Cesovic! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-09 00:19:24,25.2.0,Grindr,0,0,1,0,1,0,0,1,0,1,17
397,Victor Spivey,has the most beautiful woman.,5,0,2025-03-08 20:59:17,,,16.2.1,Tinder,0,0,0,0,0,0,0,0,1,0,5
398,oklahoma simms,Ok,3,0,2024-12-16 19:53:06,,,24.07.00,Ourtime,0,0,0,0,0,0,0,0,0,0,1
399,Yoo Bot,I love this app I get My first Match on it and we are talking,5,0,2025-03-05 15:15:57,We’re thrilled you made such a special connection in the Hive. We would love it if you shared your story with us at bumble.com/success-stories. 😍,2025-03-06 03:48:14,5.407.0,Bumble,0,1,0,1,0,0,0,0,1,0,15
400,Parson Lee,Can't agree to your privacy policy.,1,5,2022-09-11 23:13:21,"Dear user, thanks for reaching out to us. Can you tell us more details about this? We'd love to help you resolve this. Please feel free to contact us at support@seniormatch.com.",2022-09-13 02:53:52,7.3.4,Senior_Match,0,0,0,0,0,0,0,0,0,1,6
401,Tracy Butts,"Something different, can't wait to see what the outcome is 😉",5,0,2024-07-26 15:42:57,,,8.8.1,Millionaire Match,1,0,0,0,0,0,0,0,1,0,11
402,Aiden Bliss,"Just Being shirtless as a fem guy is nsfw. That's Dumb asf And it would work if they truly had these rules for EVERYONE. but no, its only SPECIFIC PROFILES for the ""context"" which is stupid. If there's a rule, make it LITERALLY for everyone. Also if you say they don't and that is ""is for everyone"", I beg to differ bc i literally saw 10+ shirtless pics on other profiles. Also they like deleting my reviews, don't they.",1,0,2025-02-16 19:25:32,"Hi Aiden, Our guidelines aim to ensure a safe and inclusive environment for all users, and we are continually working on improving consistency. We apologize for any inconvenience you may have experienced. Please contact us via support@taimi.com at your earliest convenience so we can address this matter swiftly and efficiently. Glen from Taimi 💜",2025-02-16 19:48:49,,Taimi,0,0,1,0,1,0,0,0,0,1,79
403,Gene Ivanoff,Login via Facebook only. I don't have it anymore and don't intend to reactivate it,1,1,2021-12-27 16:22:14,"Hi Gene, We have passed your feedback on to the appropriate department for review. We hope to have another option for our Android users in the near future!",2021-12-30 22:42:23,4.4.1,JSwipe,0,0,1,0,0,0,0,0,0,1,15
404,Michael Volk,Wonderful,5,0,2024-11-30 16:10:43,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-11-30 16:50:15,4.1.1,Zoe,0,0,0,0,0,0,0,0,1,0,1
405,Michael Lomner,Great app great people,5,0,2022-08-25 19:05:16,Hi Michael! Thanks so much for the positive review! We're so glad to have you as a member of the JSwipe community.,2022-09-02 20:11:25,4.5.6,JSwipe,0,0,0,1,0,0,0,0,1,0,4
406,Accounts Manager,"Pretty much worthless. A lot of swiping, bait likes and ghosting.",1,0,2024-11-13 13:37:02,,,,Ourtime,0,0,0,0,1,0,0,0,0,1,11
407,Eddy,Just a game,1,0,2025-02-28 21:25:25,,,9.67.0,Hinge,0,0,0,0,0,0,0,0,0,1,3
408,Kaden Bell,Highly unprofessional and unhelpful at every possible moment.,1,3,2024-04-24 16:22:19,,,1.70.4.8,Mutual,0,0,0,0,1,0,0,0,0,1,8
409,Del,The app keeps trying to open but doesn't.,2,0,2024-11-12 21:28:45,,,24.07.00,Ourtime,0,0,1,0,0,0,0,0,0,1,8
410,C Roth,Not enough legitimate profiles. More fake profiles than real ones. Wish I could get my money back.,1,2,2021-09-21 17:10:05,"Hi C, Thank you for sharing your feedback. We use a variety of resources and fraud detection tools and software. While we make every effort to protect our members, it is unfortunately impossible to eliminate everyone with false intentions in an online environment. As always, your assistance in reporting suspicious behavior is appreciated!
",2021-09-21 18:01:05,4.4.1,JSwipe,0,0,0,0,1,1,1,0,0,1,17
411,Ashlynn Headrick,"I have so many potential matches, but I can't see any because I don't have premium. I can't afford premium right now, and I thought you didn't need premium to see your matches, but I guess you do. Sorry, but I'm getting a different app until premium prices are lowered. All my matches have to message me through Snapchat.",2,0,2025-03-04 01:40:47,You don't need to spend any money to match with admirers or notifications in your 'Liked You'. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2025-03-04 02:19:47,5.407.0,Bumble,0,0,0,0,0,1,0,0,0,1,59
412,Robert Sanderford,"Has some good things going for it, but could be better. Has issues of showing people you've already passed on several times. You can take people who liked you back for free but only in the first 24hrs. Which is better than most apps. Customer support is alright. Could be better, but it's definitely an improvement to how it was a year ago.",3,7,2025-02-18 03:03:34,"Dear Robert, thank you for sharing your feedback. While we offer subscriptions with premium features, they are completely optional! You can still like, match, and talk to your matches completely free of charge. Can you please get back to us at support@taimi.com or in-app Live Help so we can elaborate on the users you are seeing on the app? Taimi🥰",2024-09-07 15:46:50,5.1.342,Taimi,0,0,1,0,0,0,0,0,0,1,63
413,Eugene Daniel,Love it,5,0,2025-02-18 19:00:17,Thank you for the kind review! We're thrilled to hear you love using Taimi. Your Taimi Team 🌈,2025-02-18 19:10:11,,Taimi,0,0,0,1,0,0,0,0,1,0,2
414,Madeliene Close,"The app was not user-friendly at all, and the price of the subscription is way too much money for it to have so many glitches and lag. I am pretty disappointed.",1,0,2023-10-05 00:48:29,,,5.3.4,Christian_Mingle,0,0,1,0,0,1,0,0,0,1,31
415,NewEnterMade,Too many catfish pages. The in app reporting is pointless. They never do anything about it. The ads have taken over. The upgrades like Hide instead of Block are dumb. It wasn't broken don't try to fix it.,2,0,2025-03-07 06:54:06,"Hi, thanks for reaching out! Please visit grindr.me/supportform to share more details, or go to your Grindr app > Settings > Help > Get in Touch for direct support. Thanks for being part of the Grindr community.",2025-03-09 00:23:04,25.2.0,Grindr,0,0,1,0,1,0,1,0,0,1,38
416,דוד שיפרו,"Don't try this app whatsoever!! It asks for more money when you try to send a message to a profile member! So disappointing! That's inscrutable ridiculous!! It doesn't tell you if the members still active or not there so many old profile there, some of them that don't even exist! This is a gross BALONEY!! I want my money backkk! 😭😭😭😭😖😖😖😖",1,1,2023-01-05 15:05:42,"Hello, Our First Class membership includes 1 free Swipe Note/day, allowing you to message other members before matching. Otherwise, you can send a message to another member once you match! Also, the app will only show potential matches that have been active within the last 30 days. Please write to us at hello@jswipe.me for any other concerns!",2023-01-06 23:42:44,4.5.6,JSwipe,1,0,1,0,1,1,1,0,0,1,61
417,Jonathan Jaussi,"The app sometimes works,and sometimes it doesn't. Every now and then, it changes everybody's name to ""Arildo."" You can't make this stuff up",3,2,2023-09-01 22:54:49,,,1.62.5.2,Mutual,0,0,1,0,0,0,0,0,0,1,23
418,Krishan Kanahiya,not bad,5,0,2025-02-28 20:58:08,,,9.67.0,Hinge,0,0,0,0,0,0,0,0,1,0,2
419,Sarah Jones,"This app sucks and wasn't worth a penny that I had spent trust me save ur money, time and energy don't waste any of it on this app",1,4,2022-08-09 22:16:16,"Hello there, could you please email us at support@onluxy.com, as we can't locate the issue by your review? Thank you for your understanding.",2022-08-10 08:15:52,6.9.1,Luxy,0,0,0,0,1,1,0,0,0,1,28
420,Brian D Smith,"Good and bad, I like the variety of men I speak with all around the world. The scammers and bullshitters need to go...Uncle B",5,0,2024-07-26 09:23:36,Thanks for the feedback! We’re thankful to have you as a valued member of the SCRUFF community.,2024-07-27 14:07:55,,Scruff,0,0,0,1,1,0,0,0,0,1,24
421,Sara Abramovna,On this app only mans🤣🤣🤣 looks like it works only in Usa,1,0,2025-02-22 13:47:42,"Dear Sara, thank you for your feedback. We are constantly working on expanding our reach and providing a diverse community for all users worldwide, not just in the USA. Your input is valuable in helping us improve.You can always get back to us at support@taimi.com or in-app Live Help if you need any help. Erick from Taimi 🥰",2025-02-22 14:01:51,5.1.342,Taimi,1,0,0,0,1,0,0,0,0,1,12
422,Timo Timoson,"Users have to upgrade and pay to answer ladies, who contacted you! Wasted time and money. I will delete my account right now!",1,6,2022-10-26 19:10:22,"Dear user, thanks for reaching out to us. In fact, we have some free features such as spark, unlimited replies to messages, moment, etc. If you have any questions, you can send your request to support@seniormatch.com and include the email.
",2022-10-31 02:15:23,7.3.7,Senior_Match,0,0,0,0,1,1,0,0,0,1,23
423,M J,"Complete scam!!! Expensive and too many fake profiles. First, you pay for a subscription and get 150 credits. And then, you get disgusted with the many fake profiles. Then, if you do find someone legit, within a couple of hours of using the app, you're out of ""credits"". To reply to a chat, you have to buy more credits. I bought the cheapest pack -- 20 credits for $30. After a FEW chat response, you have to buy more credits. 500 credits is $360. Also, no way to hide you're on so people call.",1,192,2024-11-07 22:02:02,,,24.07.00,Ourtime,0,0,1,0,1,1,1,0,0,1,94
424,Dayne,Bugs galore. Tells me the app is out of date and I can't use it when I have the latest version and no updates are available...,1,31,2024-11-01 06:47:16,"Apologies for any issues! Please launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com to submit a request.",2024-11-02 11:12:51,7.36.0,Scruff,0,0,1,0,0,0,0,0,0,1,26
425,Paul Fox,"Very boring look n feel to app, features that don't work like location accuracy, poor upload of pictures and useless search feature",2,0,2024-07-27 05:34:56,"Thanks for your comments—we'd love to chat with you directly! You can launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request.",2024-07-30 11:17:44,7.28.0,Scruff,0,0,1,0,0,0,0,0,0,1,22
426,theawesome288,"Sorting by age is a paid feature, so this app is a total non-starter for anyone that wants to find someone close to their own age.",1,3,2024-09-23 14:50:45,"SCRUFF offers a service rich in features and functions in both the paid and free version. If you have any questions about SCRUFF Pro, contact us! Launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request.",2024-09-26 09:17:11,7.33.0,Scruff,0,0,1,0,0,1,0,0,0,1,26
427,David McGee,I would want a free app,2,1,2024-03-22 22:18:14,,,1.69.5.1,Mutual,0,0,0,0,0,1,0,0,0,1,6
428,Kaitlin Andrew,app kept crashing and would not let me delete my account.,1,0,2024-01-02 06:06:26,"We're sorry to hear that you're experiencing technical issues with our app, Kaitlin. Please reach out to our support team so we can look into it and help enhance your experience with us. Thank you!",2024-01-02 06:27:44,,Christian_Mingle,0,0,1,0,0,0,0,0,0,1,11
429,Justin Monroe,Getting married. Get wrecked ysa,5,2,2024-03-10 03:58:22,,,1.69.3.2,Mutual,0,0,0,0,1,0,0,0,0,1,5
430,Muslim Sigma,Haram,1,0,2025-03-04 14:13:34,Hi there. We're sorry that you haven't had a positive experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on X (Twitter) or Facebook (@BumbleSupport) and we'd be happy to answer any questions.,2025-03-05 00:07:28,5.408.0,Bumble,0,0,0,0,0,0,0,0,0,1,1
431,Chaim,"The apps not working, It started to work After 2 weeks, I got an email that I will have extended service but I didn't, I paid for nothing, The month expired it didn't work for almost 2 weeks, Now I'm going to dispute the charges, I have no choice they just lied to meet just like everyone. I just paid for service that didn't work",1,14,2022-06-09 18:29:29,"Hi CP, We're sorry to hear you're having trouble with the compensation. Please write in to hello@jswipe.me and we'll be happy to assist you!",2022-06-30 20:20:54,4.5.6,JSwipe,0,0,1,0,1,1,0,0,0,1,65
432,Rick Hooper,Great set up .. easy to move around in the app.,5,0,2024-09-29 08:14:42,"Thanks for the feedback! We’re thankful to have you as a valued member of the SCRUFF community.
Lucas
Tier II Customer Support Associate
Perry Street Software, Inc.",2024-10-01 17:41:15,7.33.0,Scruff,0,1,0,0,0,0,0,0,1,0,11
433,Iveth Harris,"Increíble, dinámica y funciona",5,0,2024-06-04 13:25:45,,,8.7.3,Millionaire Match,0,1,0,1,0,0,0,0,1,0,4
434,Austin Skinner,Canceled my subscription with bumble but charges are still being attempted had to call my bank to block them do not put your payment method in,1,0,2025-03-06 15:48:19,"Hi Austin! Thanks for reaching out. It's possible that your subscription wasn't cancelled on time, or wasn't cancelled properly. Please reach out to us at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) so we can look into this for you right away.",2025-03-07 02:16:24,5.408.0,Bumble,0,0,0,0,0,1,0,0,0,1,26
435,DE,"Same as any other dating app. Don't waste your time, energy, or mental health.",1,0,2025-02-27 21:01:57,,,9.67.0,Hinge,0,0,0,0,1,0,0,0,0,1,14
436,Jaye Charm2,So far so good!!!,5,0,2024-10-19 07:21:14,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-10-19 07:50:18,4.0.0,Zoe,0,0,0,0,0,0,0,0,1,0,4
437,Joey Day,"Wait-list doesn't move at all, and I was also forced into a wait-list for a city that's not even in my state, with no way to change it. Despite not being given access to use the app, you'll still get spammed with notifications and automated messages filled with a cringe-worthy amount of emojis.",1,23,2024-03-03 23:39:46,"Hi Joey - to change the location on the App go to Settings -> Actions -> Change My League City. Guest users are asked to have six photos, completed About Me and Interest sections, as well as one social media platform verified. Please complete your Profile and email support@theleague.com so we can expedite your Profile to the Drafting Team. Thanks!",2024-03-05 21:28:28,1.105.0,League,1,0,1,0,0,0,0,0,0,1,53
438,Travis Childress,Great,5,0,2024-11-16 07:23:00,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-11-16 07:50:23,4.0.1,Zoe,0,0,0,0,0,0,0,0,1,0,1
439,Christopher Arevalo,Pay to maybe win. You have to pay to see who liked you and to message them as well. The only reason I gave a star is that it coupons in the apps to go on dstes.,2,1,2024-01-23 14:13:16,,,1.67.2.2,Mutual,0,0,0,0,0,1,0,0,0,1,37
440,Veronica Cabrera,",,,,,,,,,,, ,,,,,p",1,1,2023-11-14 07:15:07,Apologies for any difficulties you experienced with our App. Could you please tell us more about any problems you met to AppService@millionairematch.com? We will check it soon. We apologize for any inconvenience and thank you.,2023-11-15 01:16:06,,Millionaire Match,0,0,0,0,0,0,0,0,0,1,2
441,Janet Balentine,Great Fun,5,0,2025-02-07 00:43:25,Thanks for your kind review! We're thrilled to hear you're having great fun on Taimi. Keep enjoying all the features our app has to offer! Your Taimi Team 🌈,2025-02-07 00:50:13,,Taimi,0,0,0,0,0,0,0,0,1,0,2
442,Nick Rustyson,Hey you want to pay 20 dollars a week just to see people who like you? What 1400 a year is too much?,1,0,2025-03-08 13:39:56,,,,Tinder,0,0,0,0,0,1,0,0,0,1,23
443,Efunzx,"sebaiknya beberapa fitur harusnya gratis , kenapa hanya sekedar chat harus berlangganan lebih dulu , hal2 seperti itu malah akhirnya mempersulit pengguna baru!",3,0,2025-03-06 05:37:57,,,5.407.0,Bumble,0,0,1,0,0,1,0,0,0,1,23
444,Michael Foley,My account got blocked because of nudity. No warning just blocked. I had my shirt off. I've seen many profiles with guys shirts off so not sure why mine was any different. I can't even log in to change the picture.,1,0,2025-03-04 09:51:31,"Our team moderates based on our photo guidelines (https://bit.ly/3tU0sBS). If you think there’s been a mistake, our team would be more than happy to take a second look. Please send us a message here: bumble.com/contact. We’re here for you! 💛",2025-03-04 11:53:48,,Bumble,0,0,1,0,1,0,0,1,0,1,41
445,Mickey Scott,Great dating site.,5,0,2024-12-31 06:40:27,,,24.07.00,Ourtime,0,0,0,0,0,0,0,0,1,0,3
446,Sairaj Naik,"It's s a scam. When you don't have a subscription, every day there are matches but you can't connect with them. When you subscribe bhoom everything disappear and Never get any new matches. Switch to Hinge much better experience, you can send a free complement while hitting a like",1,0,2025-03-07 05:44:18,We're sorry to hear this. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on X (Twitter) or Facebook (@BumbleSupport) and we'd be happy to answer any questions.,2025-03-07 13:18:56,5.408.0,Bumble,0,0,1,0,1,1,0,0,0,1,49
447,Bhumika Pawar,Best app i love this aap 🤌,5,0,2024-10-22 14:11:45,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-10-22 14:35:34,4.0.0,Zoe,1,0,0,0,0,0,0,0,1,0,7
448,Alexander,"Won't let me register ""too many verification requests"" if 1 is too many, then how will I use the app?",1,1,2025-02-27 22:32:46,,,9.67.0,Hinge,0,0,1,0,0,0,0,0,0,1,20
449,Michael Ray,"No matches within 3 states of my location. Full of scammers. Scammers can be spoted if they don't verify their photo (which is very easy), or if their age range for a match is 40-99, or if they immediately ask for cell phone number or email.",1,54,2022-10-23 22:56:30,"Dear user, thanks for reaching out to us. SeniorMatch is a professional dating app for senior singles looking for serious relationships. It does not targes too young users. Please reach out to us at support@seniormatch.com if you have any ideas.",2022-10-24 01:44:23,7.3.7,Senior_Match,0,0,0,0,1,0,1,0,0,1,46
450,M McDonald,"Literally a scam app. I got an offer for a free trial, but I was charged $25 immediately. No refund. Do not trust this app",1,3,2023-09-16 08:54:13,,,1.63.4.1,Mutual,0,0,0,0,0,1,0,0,0,1,25
451,Ijaz Shaikh,Download simply nikah app it's free no any service charge,1,0,2025-01-09 20:32:58,"Salaam,

Thank you for your review.

Please be advised that it is completely free to Match and Chat if both members Like each other.

Muzz Gold offers a collection of exclusive features, but you can still always Like, Match and Chat completely free.

If you require any further help, please feel free to contact us at hello@muzz.com.

Thank you.",2025-03-06 21:53:34,8.34.1a,Muzz,0,0,0,0,0,0,0,0,1,0,10
452,Destiny Steed,Love it,5,0,2023-07-20 21:55:23,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at AppService@millionairematch.com! Have a wonderful day!",2023-07-21 02:26:20,8.4.9,Millionaire Match,0,0,0,1,0,0,0,0,1,0,2
453,Ruchie Avraham,So far so good,5,0,2022-07-05 22:03:41,"Hi Ruchie, Thanks for your review! Please recommend our app to your friends, and don’t hesitate to send us a note at hello@jswipe.me if you have any questions!",2022-08-22 22:34:07,,JSwipe,0,0,0,0,0,0,0,0,1,0,4
454,Michael Ivers,Many flakes,2,0,2024-12-08 18:39:42,,,,Ourtime,0,0,0,0,1,0,0,0,0,1,2
455,Larry Elner,Great,5,0,2022-09-02 13:18:26,"Hi Larry, We're so glad to hear you're enjoying it. Thank you for your positive review!",2022-09-02 20:12:23,4.5.6,JSwipe,0,0,0,0,0,0,0,0,1,0,1
456,Jean-Paul Rampersad,"You'll never run out of likes with this because once it knows what you like, it'll never show you any pretty ones like those again. Unless you, of course, pay. Useless app. Avoid.",1,0,2025-03-03 09:18:24,,,9.67.0,Hinge,0,0,1,0,1,1,0,0,0,1,33
457,Chaim Meir Zaner,"It would be much better if I could receive notifications when I get a message in the chat. That being said, I met my wife on the app, so I really can't complain.",5,0,2022-10-25 05:18:58,"Hi Chaim, Mazel Tov! We are so happy for you! Thank you for sharing your success story. Our tech team is aware of the notifications issue and is currently working on it. We appreciate your patience and wish you and your wife all the best!",2022-10-25 15:48:14,4.3.6,JSwipe,0,0,0,1,0,0,0,0,1,0,33
458,Carol Leblanc,It started out good now I kept getting Matches that are way outside my distance range. The people running this site obviously do not know anything about geography. And the search features do not work. Waste of money!!,1,1,2024-11-02 12:09:04,,,24.06.00,Ourtime,0,0,1,0,1,1,0,0,0,1,38
459,Mohamed Fesal,I deleted my account and tried to restore it then I made new account with same mail and phone number but can't have my verification ID I tried to tell technical support with my issue but didn't have the solution I appreciate if you care solving my problem in addition I payed for golden membership,2,1,2025-02-05 11:43:46,"Salam Mohamed,

We're very sorry to hear this.

We'd like to get this resolved for you. Please email us at hello@muzz.com and our Community team will look into it for you.

Thank you.",2025-03-06 11:06:30,7.33.0a,Muzz,0,0,1,0,1,1,0,1,0,1,55
460,Jeremy William,"App works well and has a good number of people on it. My problem is the approval process for photos as it doesn't doesnt seem like all photos are created equal. Why is it that shirtless photos are no problem but a photo of me in full clothing, leaning back in a chair is rejected? I find that it rejects photos that FB/Instagram would approve with 0 issue.",3,13,2024-10-07 04:03:06,"If you received an alert and had your profile photo removed, we can certainly review your case! Simply launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request. We're happy to review your case!",2024-10-08 18:03:05,7.34.0,Scruff,0,0,1,0,0,0,0,0,0,1,68
461,Zain Ali,"Dayooth app keeps removing my picture which hardly shows my torso cos I'm not wearing a t shirt, my face is the main thing in the photo but they're acting like I am showing my bare chest... It's funny how women can take the most proactive pictures and nothing happens. But forbid showing the top part of your hairy chest 😂",1,3,2025-01-25 05:13:29,"Salam,

Thank you for your review.

Please note that if our system is unable to detect your face, your photo is automatically removed. I recognise this isn’t ideal and I do apologise for this.

If you have any suggestions on how we can enhance our service, please feel free to email us at feedback@muzz.com.

Thank you.",2025-03-06 12:43:39,8.35.1a,Muzz,1,0,0,0,1,0,0,0,0,1,61
462,Saka Naomy Lyngz,Not responding,1,0,2024-01-24 00:30:16,"Thank you for your review. Please share more details about your experience at service@seniormatch.com, so we can investigate and improve our app. We appreciate your understanding and look forward to resolving any issues you may have.",2024-01-24 06:59:29,,Senior_Match,0,0,0,0,1,0,0,0,0,1,2
463,JoAnn Hamman,Fantaastiv,5,0,2024-10-27 04:29:13,,,24.06.00,Ourtime,0,0,0,0,0,0,0,0,1,0,1
464,Will C,"I am in a city of 20 million. I receive about 20 likes in the first 3 days after signing up then 1 like after, every 4-5 days. Your profile is widely seen only when your account is new or paid hence why I was getting so many likes in the beginning then hardly any after. Bumble also lacks a dark mode. My advice is to either make a new account every week so that you're seen again or pay for their unreasonable high fees. It's a waste of time to be on this app on their free plan.",1,1,2025-03-06 06:08:46,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2025-03-06 10:08:44,5.408.0,Bumble,0,0,1,0,0,1,0,0,0,1,99
